communities,site,coral_sp_1,coral_sp_2,coral_sp_3,coral_sp_4,coral_sp_5,coral_sp_6,coral_sp_7,coral_sp_8,coral_sp_9,coral_sp_10,coral_sp_11,coral_sp_12,algae_fg_1,algae_fg_2,algae_fg_3,algae_fg_4,algae_fg_5,algae_fg_6,substrate
125,experiment,Mycedium_steeni,Euphyllia_cristata,Montipora_patula,Cladocora_caespitosa,Cycloseris_fragilis,Hydnophora_pilosa,Mycedium_robokaki,Goniastrea_favulus,Polyphyllia_talpina,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,experiment,Goniastrea_ramosa,Montipora_friabilis,Diploria_labyrinthiformis,Leptoseris_striata,Cycloseris_costulata,Pectinia_alcicornis,Euphyllia_paradivisa,Pectinia_maxima,Echinomorpha_nishihirai,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,experiment,Meandrina_meandrites,Montipora_delicatula,Siderastrea_siderea,Turbinaria_mesenterina,Cycloseris_vaughani,Craterastrea_levis,Plerogyra_cauliformis,Ctenactis_echinata,Echinophyllia_echinata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,experiment,Goniastrea_edwardsi,Dipsastraea_speciosa,Gardineroseris_planulata,Dipsastraea_albida,Dipsastraea_amicorum,Favites_spinosa,Heteropsammia_cochlea,Paragoniastrea_russelli,Lobophyllia_ishigakiensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,experiment,Montipora_australiensis,Stephanocoenia_intersepta,Pavona_xarifae,Acropora_desalwii,Alveopora_daedalea,Alveopora_marionensis,Pavona_minuta,Acropora_granulosa,Leptastrea_purpurea,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,experiment,Montipora_circumvallata,Cladocora_caespitosa,Alveopora_allingi,Diploastrea_heliopora,Acropora_aculeus,Madracis_kirbyi,Porites_panamensis,Acanthastrea_pachysepta,Pachyseris_involuta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,experiment,Montipora_turtlensis,Cyphastrea_chalcidicum,Pavona_frondifera,Orbicella_annularis,Acropora_sarmentosa,Acropora_millepora,Porites_cocosensis,Favites_colemani,Caulastraea_furcata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,experiment,Alveopora_spongiosa,Astreopora_myriophthalma,Montipora_meandrina,Astrea_curta,Porites_horizontalata,Orbicella_faveolata,Acropora_appressa,Echinopora_lamellosa,Euphyllia_paraglabrescens,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,experiment,Montipora_orientalis,Cyphastrea_agassizi,Acropora_cerealis,Leptastrea_aequalis,Porites_deformis,Favites_abdita,Porites_cylindrica,Acropora_spathulata,Eusmilia_fastigiata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,experiment,Montipora_stellata,Pseudodiploria_strigosa,Goniopora_ciliatus,Acropora_selago,Porites_latistellata,Pavona_duerdeni,Meandrina_danae,Turbinaria_peltata,Goniastrea_favulus,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,experiment,Montipora_mactanensis,Psammocora_profundacella,Porites_lobata,Psammocora_contigua,Turbinaria_frondens,Acropora_microclados,Goniastrea_columella,Leptoseris_foliosa,Lobophyllia_flabelliformis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,experiment,Acanthastrea_subechinata,Blastomussa_omanensis,Dipsastraea_amicorum,Goniastrea_thecata,Heterocyathus_aequicostatus,Micromussa_amakusensis,Paragoniastrea_russelli,Platygyra_acuta,Podabacia_crustacea,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,experiment,Alveopora_daedalea,Cyphastrea_ocellina,Acropora_granulosa,Leptastrea_aequalis,Pavona_frondifera,Montigyra_kenti,Turbinaria_reniformis,Pavona_varians,Porites_colonensis,Turbinaria_radicalis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,experiment,Porites_cocosensis,Pavona_xarifae,Diploastrea_heliopora,Acropora_eurystoma,Stephanocoenia_intersepta,Madracis_kirbyi,Ctenella_chagius,Pectinia_maxima,Leptoseris_papyracea,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,experiment,Porites_ericacea,Alveopora_marionensis,Alveopora_allingi,Echinophyllia_orpheensis,Acropora_millepora,Stylocoeniella_armata,Leptoseris_cailleti,Orbicella_faveolata,Zoopilus_echinatus,Turbinaria_radicalis,Turbinaria_reniformis,Turbinaria_stellulata,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,experiment,Porites_deformis,Porites_cylindrica,Acropora_polystoma,Mussismilia_hispida,Astrea_curta,Euphyllia_glabrescens,Coeloseris_mayeri,Physophyllia_ayleni,Pavona_explanulata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,experiment,Porites_latistellata,Gyrosmilia_interrupta,Hydnophora_pilosa,Cladocora_caespitosa,Favites_abdita,Agaricia_agaricites,Pachyseris_rugosa,Leptastrea_purpurea,Pavona_venosa,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,experiment,Porites_sillimaniani,Siderastrea_stellata,Leptoseris_gardineri,Acanthastrea_pachysepta,Acropora_monticulosa,Paragoniastrea_australensis,Simplastrea_vesicularis,Orbicella_franksi,Cycloseris_explanulata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,experiment,Isopora_crateriformis,Diploria_labyrinthiformis,Echinopora_horrida,Orbicella_annularis,Montipora_undata,Goniopora_sultani,Pachyseris_foliosa,Caulastraea_furcata,Euphyllia_ancora,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,experiment,Acanthastrea_hemprichi,Acanthastrea_subechinata,Goniastrea_stelligera,Goniastrea_thecata,Lobophyllia_ishigakiensis,Lobophyllia_rowleyensis,Oculina_tenella,Paragoniastrea_deformis,Platygyra_acuta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,experiment,Montipora_niugini,Stephanocoenia_intersepta,Acropora_monticulosa,Diploastrea_heliopora,Acropora_aculeus,Acropora_granulosa,Pachyseris_involuta,Acropora_pharaonis,Ctenactis_echinata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,experiment,Acropora_cerealis,Cycloseris_mokai,Dendrogyra_cylindrus,Cyphastrea_agassizi,Acropora_polystoma,Favites_abdita,Caulastraea_furcata,Danafungia_horrida,Turbinaria_heronensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,experiment,Meandrina_meandrites,Goniopora_ciliatus,Plesiastrea_versipora,Acropora_desalwii,Acropora_millepora,Leptastrea_purpurea,Coelastrea_aspera,Ctenactis_albitentaculata,Turbinaria_peltata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,experiment,Montipora_turtlensis,Leptastrea_aequalis,Porites_bernardi,Orbicella_annularis,Acropora_plantaginea,Lobophyllia_diminuta,Pavona_maldivensis,Lobactis_scutaria,Echinopora_gemmacea,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,experiment,Montipora_circumvallata,Dipsastraea_faviaformis,Paragoniastrea_australensis,Acropora_bushyensis,Acropora_paragemmifera,Acropora_spathulata,Echinopora_mammiformis,Pleuractis_granulosa,Turbinaria_patula,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,experiment,Montipora_dilatata,Mycetophyllia_aliciae,Echinopora_horrida,Acropora_sarmentosa,Acropora_latistella,Astrea_curta,Lithophyllon_concinna,Merulina_ampliata,Euphyllia_paraglabrescens,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,experiment,Psammocora_contigua,Astreopora_myriophthalma,Acropora_valida,Goniastrea_favulus,Leptoseris_foliosa,Acropora_tenuis,Heliofungia_actiniformis,Dichopsammia_granulosa,Caulastraea_connata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,experiment,Goniopora_palmensis,Goniastrea_edwardsi,Acanthastrea_subechinata,Heterocyathus_aequicostatus,Paragoniastrea_russelli,Podabacia_crustacea,Lobophyllia_ishigakiensis,Blastomussa_omanensis,Micromussa_amakusensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,experiment,Acropora_granulosa,Meandrina_meandrites,Diploastrea_heliopora,Acropora_pharaonis,Pleuractis_granulosa,Acropora_millepora,Leptoseris_papyracea,Pavona_varians,Cantharellus_noumeae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,experiment,Acropora_eurystoma,Stephanocoenia_intersepta,Mycedium_steeni,Acropora_monticulosa,Fungia_fungites,Leptoseris_cailleti,Coeloseris_mayeri,Podabacia_kunzmanni,Ctenactis_echinata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,experiment,Scapophyllia_cylindrica,Mycetophyllia_aliciae,Pavona_explanulata,Coelastrea_aspera,Acropora_polystoma,Acropora_paragemmifera,Leptastrea_purpurea,Lithophyllon_ranjithi,Herpolitha_limax,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,experiment,Hydnophora_pilosa,Dipsastraea_faviaformis,Goniopora_ciliatus,Favites_abdita,Euphyllia_paraglabrescens,Leptoseris_amitoriensis,Pavona_venosa,Pectinia_paeonia,Ctenactis_albitentaculata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,experiment,Goniopora_djiboutiensis,Cladocora_caespitosa,Pavona_chiriquiensis,Plesiastrea_versipora,Goniastrea_ramosa,Acropora_gemmifera,Pleuractis_paumotensis,Turbinaria_peltata,Echinomorpha_nishihirai,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,experiment,Goniopora_columna,Leptoseris_striata,Goniastrea_favulus,Pachyseris_involuta,Lobophyllia_hemprichii,Echinophyllia_echinata,Danafungia_horrida,Merulina_ampliata,Lobophyllia_valenciennesii,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,experiment,Montipora_undata,Cycloseris_mokai,Echinopora_mammiformis,Astrea_curta,Cycloseris_somervillei,Pachyseris_foliosa,Orbicella_franksi,Pectinia_maxima,Polyphyllia_novaehiberniae,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,experiment,Acanthastrea_subechinata,Coscinaraea_columna,Favites_spinosa,Favites_valenciennesi,Gardineroseris_planulata,Goniastrea_thecata,Lobophyllia_ishigakiensis,Oculina_tenella,Platygyra_acuta,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,experiment,Porites_flavus,Seriatopora_aculeata,Seriatopora_dentritica,Seriatopora_stellata,Stylophora_kuehlmanni,Isopora_elizabethensis,Stylophora_subseriata,Porites_rugosus,Isopora_palifera,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,experiment,Seriatopora_caliendrum,Stylophora_danae,Isopora_togianensis,Porites_tuberculosus,Isopora_brueggemanni,Stylophora_wellsi,Pocillopora_molokensis,Porites_nigrescens,Pocillopora_ankeli,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,experiment,Isopora_elizabethensis,Isopora_palifera,Porites_cumulatus,Porites_divaricata,Porites_furcata,Porites_ornata,Porites_rugosus,Seriatopora_hystrix,Stylophora_subseriata,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,experiment,Seriatopora_guttata,Stylophora_madagascarensis,Seriatopora_aculeata,Seriatopora_dentritica,Seriatopora_stellata,Porites_flavus,Stylophora_kuehlmanni,Stylophora_subseriata,Stylophora_wellsi,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,experiment,Galaxea_cryptoramosa,Madracis_asanoi,Madracis_auretenra,Madracis_mirabilis,Palauastrea_ramosa,Porites_porites,Porites_sverdrupi,Isopora_brueggemanni,Pocillopora_molokensis,Turbinaria_reniformis,Turbinaria_stellulata,Zoopilus_echinatus,Macroalgae,Turf,CCA,AMA,ACA,Halimeda,sand
alive,experiment,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,999,999,999,7.5,7.5,7.5,999,999,999,999
bleached,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dead,experiment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
